Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
210,Ykah,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,1366,1158,454.8,-28.99,124.28,196,22°C,Guangzhou (China),,,,,plaza,,,{t1:purpure;charges:[{charge:pike;t:argent;p:e;t2:argent;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Ykah&population=1366&size=15&seed=8820546000210&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
211,Hudagerfi,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,22778,324.55,458,-29.83,-93.78,25,21°C,Tegucigalpa (Honduras),,,citadel,walls,plaza,,,{t1:semy_of_crossHummetty-argent-purpure-smaller;charges:[{charge:wolfRampant;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Hudagerfi&population=22778&size=42&seed=8820546000211&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
212,Holheika,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,17356,295.44,492.82,-38.94,-101.4,676,13°C,Milan (Italy),,,,walls,plaza,,,{t1:gules;charges:[{charge:lionPassant;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Holheika&population=17356&size=38&seed=8820546000212&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
213,Uwaiqhayq,Tabratoria,Oman Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,21437,1030.7,501.19,-41.13,90.97,289,13°C,Milan (Italy),,,,,plaza,,,{t1:semy_of_crossCeltic2-argent-gules;ordinaries:[{ordinary:fess;t:azure;line:straight}];charges:[{charge:inescutcheon;t:argent;p:def;size:0.5};{charge:crossTriquetra;t:gules;p:def;size:0.25}];shield:roman},https://watabou.github.io/city-generator/?name=Uwaiqhayq&population=21437&size=41&seed=8820546000213&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
214,Musaha,Namunz,Yemen Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,1801,1129.6,516.74,-45.19,116.85,9,12°C,Paris (France),,,,,plaza,,,{t1:argent;charges:[{charge:fan;t:purpure;p:e;t2:purpure;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Musaha&population=1801&size=16&seed=8820546000214&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
215,Fevenivo,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,7460,232.2,570.5,-59.26,-117.95,25,5°C,Harbin (China),,,citadel,,plaza,,,{t1:vert;ordinaries:[{ordinary:pale;t:or;line:straight}];charges:[{charge:pineTree;t:gules;p:beh;t2:gules;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Fevenivo&population=7460&size=28&seed=8820546000215&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
216,Goverhofn,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,25057,317.8,564.88,-57.79,-95.55,64,5°C,Harbin (China),,port,,walls,plaza,,,{t1:azure;charges:[{charge:griffinRampant;t:or;p:e;t2:argent;t3:or;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Goverhofn&population=25057&size=44&seed=8820546000216&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=1.75
217,Alfjordset,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,42408,303.68,585.34,-63.14,-99.25,9,3°C,Tromsø (Norway),,port,citadel,walls,plaza,temple,,{t1:purpure;ordinaries:[{ordinary:chief;t:or;line:nowyReversed}];charges:[{charge:bone;t:gules;p:abc;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Alfjordset&population=42408&size=54&seed=8820546000217&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=1&greens=1&temple=1&walls=1&shantytown=0&style=natural&sea=1.33
218,Kamawa,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1369,778.79,111.67,60.78,25.06,49,-5°C,Snag (Yukon),,,,,plaza,,,{t1:azure;ordinaries:[{ordinary:pileInBend;t:argent}];charges:[{charge:cock;t:gules;p:eo;t2:gules;t3:argent;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kamawa&population=1369&size=15&seed=8820546000218&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
219,Kisomame,Sarajira,Sarajira Province,Yugure,Empire of Yugure,Shin,Pelor,towns,2021,1127.4,127,56.77,116.27,100,-5°C,Snag (Yukon),,,,,plaza,,,{t1:azure;division:{division:perPile;t:argent;line:straight};ordinaries:[{ordinary:pallReversed;t:or}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kisomame&population=2021&size=17&seed=8820546000219&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
220,Aisen,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,14414,445.27,141.72,52.92,-62.2,4,0°C,Murmansk (Russia),,,,,plaza,,,{t1:purpure;charges:[{charge:arbalest2;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Aisen&population=14414&size=36&seed=8820546000220&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
221,Chonanpo,Sarajira,Sarajira Province,Yugure,Empire of Yugure,Shin,Pelor,towns,61434,1009.51,140.54,53.23,85.43,36,0°C,Murmansk (Russia),,,,walls,plaza,,,{t1:or;charges:[{charge:pique;t:gules;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Chonanpo&population=61434&size=62&seed=8820546000221&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
222,Hashi,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1320,794.24,168.47,45.92,29.1,196,3°C,Tromsø (Norway),,port,,,plaza,,,{t1:masoned-gules-argent;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:saltire;t:purpure;line:straight}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Hashi&population=1320&size=14&seed=8820546000222&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.86
223,Ehenzellden,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,3783,584.33,175.68,44.04,-25.82,64,7°C,Montreal (Canada),,,,,plaza,,,{t1:sable;division:{division:perCross;t:argent;line:straight};charges:[{charge:heart;t:or;p:jo;divided:counter;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Ehenzellden&population=3783&size=21&seed=8820546000223&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
224,Kyomi,Shifu,Shifu District,Yugure,Empire of Yugure,Shin,Pelor,towns,19187,924.62,192.79,39.56,63.22,81,9°C,Copenhagen (Denmark),,port,,,plaza,,,{t1:argent;ordinaries:[{ordinary:orle;t:gules}];charges:[{charge:ploughshare;t:gules;p:peq;size:0.4}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kyomi&population=19187&size=40&seed=8820546000224&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=0.65
225,Izura,Shinawa,Shinawa Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1282,746.43,210.22,35,16.6,121,12°C,Paris (France),,port,,,plaza,,,{t1:purpure;ordinaries:[{ordinary:chief;t:argent;line:embattledGhibellin}];charges:[{charge:anchor;t:azure;p:abc;size:0.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Izura&population=1282&size=14&seed=8820546000225&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.55
226,Nyuzenpora,Kanu,Kanu Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1085,1070.88,207.16,35.8,101.48,64,13°C,Milan (Italy),,,,,plaza,,,{t1:argent;charges:[{charge:roundel2;t:sable;p:abcdefgzi;size:0.3}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Nyuzenpora&population=1085&size=13&seed=8820546000226&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
227,Freibe,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,towns,1388,579.33,235.52,28.38,-27.12,81,15°C,Rome (Italy),,port,citadel,,plaza,,,{t1:azure;charges:[{charge:crossFleury;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Freibe&population=1388&size=15&seed=8820546000227&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=0.08
228,Wieterswald,Neuchsia,Neuchsia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,towns,15064,592,225.5,31,-23.81,16,16°C,Dubrovnik (Croatia),,,,,,,,{t1:vert;charges:[{charge:mascle;t:argent;p:abcdefgzi;size:0.3}];shield:pavise},https://watabou.github.io/city-generator/?name=Wieterswald&population=15064&size=36&seed=8820546000228&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
229,Kizuda,Matsuno,Matsuno Province,Yugure,Empire of Yugure,Shin,Pelor,towns,3418,1199.84,229.04,30.08,135.23,49,16°C,Dubrovnik (Croatia),,port,citadel,,plaza,,,{t1:gules;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:lionPassant;t:gules;p:kn;t2:gules;t3:argent;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kizuda&population=3418&size=21&seed=8820546000229&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.98
230,Shiraruba,Kanu,Kanu Province,Yugure,Empire of Yugure,Shin,Pelor,towns,7056,1106.5,244.3,26.08,110.8,36,18°C,Barcelona (Spain),,,citadel,walls,plaza,,,{t1:argent;ordinaries:[{ordinary:pale;t:vert;line:nebuly}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Shiraruba&population=7056&size=27&seed=8820546000230&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
231,Kuhomiwa,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1913,1189.63,266.56,20.26,132.55,49,24°C,Dakar (Senegal),,,,,plaza,,,{t1:gules;charges:[{charge:pique;t:argent;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Kuhomiwa&population=1913&size=17&seed=8820546000231&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
232,Suza,Seto,Seto Province,Yugure,Empire of Yugure,Shin,Pelor,towns,16130,1222.27,267.41,20.04,141.09,49,24°C,Dakar (Senegal),,,,,,,,{t1:azure;ordinaries:[{ordinary:pall;t:or}];charges:[{charge:pique;t:azure;p:e;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Suza&population=16130&size=37&seed=8820546000232&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
233,Sutsunoy,Yubetsu,Kushiho Province,Yugure,Empire of Yugure,Shin,Pelor,towns,33689,915.97,276.6,17.63,60.95,49,27°C,Mogadishu (Somalia),,,citadel,,plaza,,,{t1:or;charges:[{charge:mullet;t:azure;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Sutsunoy&population=33689&size=49&seed=8820546000233&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
234,Miha,Oku,Oku Province,Yugure,Empire of Yugure,Shin,Pelor,towns,1587,929.2,316.42,7.22,64.42,16,28°C,Bangkok (Thailand),,port,citadel,walls,plaza,,,{t1:azure;charges:[{charge:raft;t:argent;p:jln;size:0.7}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Miha&population=1587&size=15&seed=8820546000234&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=1.2
235,Gyomudawa,Kobe,Kobe Prefecture,Yugure,Empire of Yugure,Shin,Pelor,towns,13282,767.2,328.83,3.97,22.03,169,28°C,Bangkok (Thailand),,,,,plaza,,,{t1:vert;charges:[{charge:hand;t:or;p:e;size:1.5}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Gyomudawa&population=13282&size=34&seed=8820546000235&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
236,Durben,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,2071,498.7,337.2,1.78,-48.22,4,29°C,Niamey (Niger),,,citadel,,plaza,,,{t1:or;division:{division:perPale;t:gules;line:straight};charges:[{charge:stirrup;t:azure;p:p;t2:azure;size:0.7};{charge:ploughshare;t:argent;p:q;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Durben&population=2071&size=17&seed=8820546000236&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
237,Hellannes,Krist,Krist Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,No religion,towns,1869,606.78,334.15,2.58,-19.94,81,28°C,Bangkok (Thailand),,,,walls,plaza,,,{t1:argent;charges:[{charge:fan;t:purpure;p:e;t2:purpure;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Hellannes&population=1869&size=16&seed=8820546000237&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
238,Shoq,Bisqah,Bisqah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,6303,1064.52,329.99,3.67,99.82,25,29°C,Niamey (Niger),,,citadel,walls,plaza,,,{t1:gules;ordinaries:[{ordinary:pilesInPoint;t:argent}];charges:[{charge:crossHummetty;t:or;p:e;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Shoq&population=6303&size=26&seed=8820546000238&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
239,Frewald,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,towns,4806,509,351.1,-1.86,-45.53,9,29°C,Niamey (Niger),,,,,plaza,,,{t1:azure;ordinaries:[{ordinary:point;t:or}];charges:[{charge:salmon;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Frewald&population=4806&size=23&seed=8820546000239&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
240,Aizu,Kokura,Kokura Province,Yugure,Empire of Yugure,Shin,Pelor,towns,20358,946.25,358.45,-3.78,68.88,169,28°C,Bangkok (Thailand),,port,,,plaza,,,{t1:or;ordinaries:[{ordinary:cross;t:sable;line:invecked}];charges:[{charge:triangle;t:argent;p:behdf;size:0.3}];shield:oldFrench},https://watabou.github.io/city-generator/?name=Aizu&population=20358&size=41&seed=8820546000240&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=1.13
241,Hateer,Bisqah,Bisqah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,11009,1088.56,352.63,-2.26,106.11,196,28°C,Bangkok (Thailand),,,citadel,,plaza,,,{t1:vair-azure-argent;ordinaries:[{ordinary:chief;t:or;line:straight}];shield:roman},https://watabou.github.io/city-generator/?name=Hateer&population=11009&size=32&seed=8820546000241&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
242,Ripen,,,Nosland,United Kingdom of Nosland,Weisin,Tyr,towns,1097,288.49,373.51,-7.72,-103.22,9,28°C,Bangkok (Thailand),,,,,,,,{t1:gules;charges:[{charge:angel;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Ripen&population=1097&size=13&seed=8820546000242&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
243,Flostalur,Kansveria,Kansveria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Tyr,towns,3036,421.2,397.7,-14.05,-68.5,49,28°C,Bangkok (Thailand),,,,,plaza,,,{t1:sable;division:{division:perPale;t:argent;line:potenty};charges:[{charge:head;t:or;p:pq;t2:or;divided:counter;size:0.7}];shield:spanish},https://watabou.github.io/city-generator/?name=Flostalur&population=3036&size=20&seed=8820546000243&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
244,Skonker,Kansveria,Kansveria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Tyr,towns,1974,420.7,403.39,-15.54,-68.63,121,26°C,Jakarta (Indonesia),,,,,,,,{t1:argent;ordinaries:[{ordinary:pile;t:gules}];charges:[{charge:hook;t:purpure;p:ac;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Skonker&population=1974&size=17&seed=8820546000244&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
245,Bliksmy,Krist,Krist Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,3072,530.91,411.09,-17.55,-39.79,36,27°C,Mogadishu (Somalia),,,,,plaza,,,{t1:or;charges:[{charge:crossMoline;t:sable;p:e;size:1.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Bliksmy&population=3072&size=20&seed=8820546000245&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
246,Hasar,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,2372,1145.93,408.68,-16.92,121.12,81,26°C,Jakarta (Indonesia),,,,,plaza,,,{t1:azure;charges:[{charge:peacockInPride;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Hasar&population=2372&size=18&seed=8820546000246&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
247,Tamah,,,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,1100,980.38,425.63,-21.36,77.81,16,27°C,Mogadishu (Somalia),,,citadel,walls,plaza,,,{t1:argent;division:{division:perCross;t:bendy-or-purpure;line:straight};charges:[{charge:tower;t:gules;p:j;t2:gules;size:0.6};{charge:ladder2;t:purpure;p:l;size:0.6};{charge:bullHeadCaboshed;t:gules;p:m;size:0.6};{charge:lionPassant;t:gules;p:o;size:0.6}];shield:roman},https://watabou.github.io/city-generator/?name=Tamah&population=1100&size=14&seed=8820546000247&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
248,Eivopas,Krist,Krist Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,8362,617.87,433.48,-23.41,-17.04,961,19°C,Marrakesh (Morocco),,,,,plaza,,,{t1:argent;ordinaries:[{ordinary:cross;t:azure;line:enclavy}];charges:[{charge:drum;t:argent;p:e;t2:argent;t3:vert;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Eivopas&population=8362&size=29&seed=8820546000248&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
249,Fumalbirk,Liyah,Liyah Province,Hihabar,Sultanate of Hihabar,Afar,Moradin,towns,5304,1145.55,449.28,-27.54,121.02,144,22°C,Guangzhou (China),,,,walls,plaza,,,{t1:azure;ordinaries:[{ordinary:terrace;t:or;line:wavy}];charges:[{charge:buckle;t:or;p:bdf;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Fumalbirk&population=5304&size=24&seed=8820546000249&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural
250,Trogurmah,Lautokeria,Lautokeria Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Selûne,towns,1733,333.59,454.81,-28.99,-91.42,196,20°C,Alexandria (Egypt),,port,citadel,,plaza,,,{t1:sable;ordinaries:[{ordinary:cross;t:argent;line:nowy}];charges:[{charge:tree;t:azure;p:behdf;size:0.3}];shield:spanish},https://watabou.github.io/city-generator/?name=Trogurmah&population=1733&size=16&seed=8820546000250&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural&sea=0.73
251,Sendovi,Hvolsda,Hvolsda Province,Varkeldov,Varkeldov Kingdom,Ulvshofn,Mystra,towns,7835,592.7,467.51,-32.31,-23.63,400,16°C,Dubrovnik (Croatia),,port,,,,,,{t1:bendySinister-gules-or-small;ordinaries:[{ordinary:terrace;t:argent;line:straight}];shield:spanish},https://watabou.github.io/city-generator/?name=Sendovi&population=7835&size=28&seed=8820546000251&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
